codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
6.01.01.02.01.00.000,Retribuciones,"42.000,00","3.499,98","17.499,90","24.500,10","0,00","13.999,92","3.499,98",2017,6
6.01.01.02.01.01.000,Secretaria C.D,"42.000,00","3.499,98","17.499,90","24.500,10","0,00","13.999,92","3.499,98",2017,6
6.01.01.02.02.00.000,Adicionales y Suplementos Varios,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00",2017,6
6.01.01.02.02.01.000,Adicional no remunerativo,"40.000,00","0,00","0,00","40.000,00","0,00","0,00","0,00",2017,6
6.01.02.00.00.00.000,Bienes de Consumo,"20.000,00","2.678,84","15.297,25","4.702,75","2.627,17","14.293,96","1.003,29",2017,6
6.01.02.13.00.00.000,Bienes de Consumo C.D-,"20.000,00","2.678,84","15.297,25","4.702,75","2.627,17","14.293,96","1.003,29",2017,6
6.01.03.00.00.00.000,Servicio,"125.000,00","14.162,95","49.952,15","75.047,85","8.861,70","35.950,90","14.001,25",2017,6
6.01.03.19.01.00.000,aLQUILER inmuble C.D,"70.000,00","5.951,25","28.203,75","41.796,25","0,00","22.252,50","5.951,25",2017,6
6.01.03.19.02.00.000,cAPACITACION,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,6
6.01.03.19.03.00.000,OTROS,"10.000,00","211,70","5.748,40","4.251,60","861,70","5.698,40","50,00",2017,6
6.01.03.19.04.00.000,Est Investig y Asist Tecnica C.D.,"40.000,00","8.000,00","16.000,00","24.000,00","8.000,00","8.000,00","8.000,00",2017,6
7.00.00.00.00.00.000,Erogaciones de Capital,"50.000,00","0,00","6.698,70","43.301,30","999,00","6.698,70","0,00",2017,6
7.01.00.00.00.00.000,Inversion Fisica,"50.000,00","0,00","6.698,70","43.301,30","999,00","6.698,70","0,00",2017,6
7.01.07.00.00.00.000,Bienes de Capital,"50.000,00","0,00","6.698,70","43.301,30","999,00","6.698,70","0,00",2017,6
7.01.07.02.00.00.000,Muebles y Equipos de Oficina C.D,"50.000,00","0,00","6.698,70","43.301,30","999,00","6.698,70","0,00",2017,6
8.00.00.00.00.00.000,Erogaciones corrientes,"823.500,00","15.571,98","63.411,90","760.088,10","6.028,00","52.912,92","10.498,98",2017,6
8.01.00.00.00.00.000,Funcionamiento,"823.500,00","15.571,98","63.411,90","760.088,10","6.028,00","52.912,92","10.498,98",2017,6
8.01.01.00.00.00.000,Personal,"783.500,00","9.499,98","47.499,90","736.000,10","0,00","37.999,92","9.499,98",2017,6
8.01.01.01.01.00.000,Sueldos Basicos,"480.000,00","6.000,00","30.000,00","450.000,00","0,00","24.000,00","6.000,00",2017,6
8.01.01.01.01.01.000,Autoridades Sup T.C.,"480.000,00","6.000,00","30.000,00","450.000,00","0,00","24.000,00","6.000,00",2017,6
8.01.01.01.01.01.001,Presidente T. C.,"240.000,00","2.000,00","10.000,00","230.000,00","0,00","8.000,00","2.000,00",2017,6
8.01.01.01.01.01.002,Miembros T.C,"240.000,00","4.000,00","20.000,00","220.000,00","0,00","16.000,00","4.000,00",2017,6
8.01.01.01.02.00.000,Adicionales y suplementos Varios,"245.000,00","0,00","0,00","245.000,00","0,00","0,00","0,00",2017,6
8.01.01.01.02.01.000,Adicional no remunerativo,"245.000,00","0,00","0,00","245.000,00","0,00","0,00","0,00",2017,6
8.01.01.02.01.01.000,Secretaria T.C.,"28.500,00","3.499,98","17.499,90","11.000,10","0,00","13.999,92","3.499,98",2017,6
8.01.01.02.02.00.000,ADICIONALES Y SUP`LEMENTOS VARIOS,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,6
8.01.01.02.02.01.000,ADICIONAL NO REMUNERATIVO,"30.000,00","0,00","0,00","30.000,00","0,00","0,00","0,00",2017,6
8.01.02.00.00.00.000,Bienes de Consumo T.C.,"20.000,00","2.722,00","12.562,00","7.438,00","2.678,00","11.563,00","999,00",2017,6
8.01.02.14.00.00.000,Bienes de Consumo T.C,"20.000,00","2.722,00","12.562,00","7.438,00","2.678,00","11.563,00","999,00",2017,6
8.01.03.00.00.00.000,Servicios T.C,"20.000,00","3.350,00","3.350,00","16.650,00","3.350,00","3.350,00","0,00",2017,6
8.01.03.01.00.00.000,Capacitacion,"5.000,00","3.350,00","3.350,00","1.650,00","3.350,00","3.350,00","0,00",2017,6
8.01.03.02.00.00.000,Otros,"5.000,00","0,00","0,00","5.000,00","0,00","0,00","0,00",2017,6
8.01.03.03.00.00.000,Est Investigacion y asist Tecnica T.C.,"10.000,00","0,00","0,00","10.000,00","0,00","0,00","0,00",2017,6
9.00.00.00.00.00.000,Erogaciones de Capital,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
9.01.00.00.00.00.000,Inversion Fisica,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
9.01.07.00.00.00.000,Bienes de Capital,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
9.01.07.04.00.00.000,Muebles y Equipos de Oficina T.C,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,6
codigo,descripcion,Autorizado presupuesto,imputado mes,imputado acumulado,saldo a imputar,pagado mes,pagado acumulado,saldo a pagar,anio,mes
1.00.00.00.00.00.000,EGRESOS CORRIENTES,"92233.320,00","6907.688,57","50581.233,24","41652.086,76","2842.551,03","39514.226,18","11067.007,06",2017,7
1.01.00.00.00.00.000,FUNCIONAMIENTO,"76926.320,00","6170.288,31","44120.234,06","32806.085,94","2232.207,86","33958.801,25","10161.432,81",2017,7
1.01.01.00.00.00.000,PERSONAL,"49186.320,00","4750.703,09","27356.319,72","21830.000,28","46.270,10","19935.345,79","7420.973,93",2017,7
1.01.01.01.01.00.000,SUELDOS BASICOS,"13403.907,00","903.678,96","5106.761,72","8297.145,28","0,00","3299.595,80","1807.165,92",2017,7
1.01.01.01.01.01.000,"AUTORIDADES SUPERIORES, H.C.D. Y H.T.C.","2527.296,00","193.157,00","1111.294,00","1416.002,00","0,00","724.980,00","386.314,00",2017,7
1.01.01.01.01.01.001,INTENDENTE,"405.432,00","37.163,00","212.846,00","192.586,00","0,00","138.520,00","74.326,00",2017,7
1.01.01.01.01.01.002,secretario de  gobierno,"283.644,00","25.999,00","148.908,00","134.736,00","0,00","96.910,00","51.998,00",2017,7
1.01.01.01.01.01.003,SECRETARIO DE OBRAS PUBLICAS Y PRIVADAS,"283.644,00","25.999,00","148.908,00","134.736,00","0,00","96.910,00","51.998,00",2017,7
1.01.01.01.01.01.004,SECRETARIO DE HACIENDA,"283.644,00","25.999,00","148.908,00","134.736,00","0,00","96.910,00","51.998,00",2017,7
1.01.01.01.01.01.005,SECRETARIO de servicios Publicos,"283.644,00","25.999,00","148.908,00","134.736,00","0,00","96.910,00","51.998,00",2017,7
1.01.01.01.01.01.006,Secretario de Desarrollo y Gest. publica,"283.644,00","25.999,00","148.908,00","134.736,00","0,00","96.910,00","51.998,00",2017,7
1.01.01.01.01.01.007,secretario de seguridad ciudadana,"283.644,00","25.999,00","148.908,00","134.736,00","0,00","96.910,00","51.998,00",2017,7
1.01.01.01.01.01.010,Direccion de Alumbrado Publico,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.01.011,Direccion de Obras Publicas,"84.000,00","0,00","5.000,00","79.000,00","0,00","5.000,00","0,00",2017,7
1.01.01.01.01.01.012,Direccion de Espacios Verdes,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.01.013,DIRECCION DE MEDIO AMBIENTE,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.01.015,Asesora Letrada,"84.000,00","0,00","0,00","84.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.02.000,personal jerarquico,"1206.792,00","66.070,00","378.408,00","828.384,00","0,00","246.268,00","132.140,00",2017,7
1.01.01.01.01.02.001,CAPATAZ GENERAL             (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.02.002,JEFE DE DEP OBRAS PRIV CAT  (24),"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.02.003,JEFE DEPARTAMENTO 24,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.02.004,JEFE DEPSRTAMENTO RENTAS Y TESORERIA 24,"121.500,00","11.137,00","63.786,00","57.714,00","0,00","41.512,00","22.274,00",2017,7
1.01.01.01.01.02.005,Jefe de Departamento Seguridad Ciudadana,"121.500,00","0,00","0,00","121.500,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.02.006,JEFE Departamento - Contaduria (24),"121.500,00","11.137,00","63.786,00","57.714,00","0,00","41.512,00","22.274,00",2017,7
1.01.01.01.01.02.007,JEFE de Departamento Registro Civil (24),"121.500,00","11.137,00","63.786,00","57.714,00","0,00","41.512,00","22.274,00",2017,7
1.01.01.01.01.02.008,JEFE de Seccion II - Coordinacion (22),"119.100,00","10.917,00","62.526,00","56.574,00","0,00","40.692,00","21.834,00",2017,7
1.01.01.01.01.02.009,JEFE DE SECCION I RENTAS 22,"119.100,00","10.917,00","62.526,00","56.574,00","0,00","40.692,00","21.834,00",2017,7
1.01.01.01.01.02.011,Jefe de seccion administrativo 21,"118.092,00","10.825,00","61.998,00","56.094,00","0,00","40.348,00","21.650,00",2017,7
1.01.01.01.01.03.000,PERSONAL SUPERIOR ADMINISTRATIVO,"234.312,00","21.544,00","123.270,00","111.042,00","0,00","80.182,00","43.088,00",2017,7
1.01.01.01.01.03.001,ADMINISTRATIVO SUPERIOR I   (20),"117.120,00","10.802,00","61.746,00","55.374,00","0,00","40.142,00","21.604,00",2017,7
1.01.01.01.01.03.002,Administrativo superior III (18),"117.192,00","10.742,00","61.524,00","55.668,00","0,00","40.040,00","21.484,00",2017,7
1.01.01.01.01.04.000,PERSONAL AUXILIAR ADMINISTRATIVO,"768.731,00","60.220,00","326.958,00","441.773,00","0,00","206.518,00","120.440,00",2017,7
1.01.01.01.01.04.002,AUXILIAR ADMINISTRATIVO I CAT 17,"348.156,00","31.917,00","182.790,00","165.366,00","0,00","118.956,00","63.834,00",2017,7
1.01.01.01.01.04.003,Auxiliar Administrativo X (cat10),"312.192,00","19.080,00","74.584,00","237.608,00","0,00","36.424,00","38.160,00",2017,7
1.01.01.01.01.04.004,Auxiliar Admnistrativo IX (cat9),"108.383,00","9.223,00","69.584,00","38.799,00","0,00","51.138,00","18.446,00",2017,7
1.01.01.01.01.05.001,Administrativo de Ejecucion II Cat 8,"1280.448,00","88.474,40","493.605,60","786.842,40","0,00","316.656,80","176.948,80",2017,7
1.01.01.01.01.06.004,DOCENTE XI (CAT 11),"106.176,00","0,00","0,00","106.176,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.06.005,Docente IX (cat 9),"100.596,00","9.540,00","54.058,00","46.538,00","0,00","34.978,00","19.080,00",2017,7
1.01.01.01.01.07.001,Tecnico I cat 18,"585.960,00","0,00","0,00","585.960,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.07.002,TECNICO EJEC I CAT 8,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.09.000,PERS. SUPERIOR DE MAEST. Y SERVICIOS GRALES.,"3978.696,00","303.347,50","1606.448,00","2372.248,00","0,00","999.753,00","606.695,00",2017,7
1.01.01.01.01.09.001,MAEST SERV GRALES.SUP I 17,"1856.832,00","154.265,50","893.156,00","963.676,00","0,00","584.625,00","308.531,00",2017,7
1.01.01.01.01.09.002,Maestr.y Serv grales Sup XVI(16),"789.684,00","63.222,00","247.128,00","542.556,00","0,00","120.684,00","126.444,00",2017,7
1.01.01.01.01.09.003,MAEST SERV GRLES SUP V (15),"225.624,00","0,00","112.812,00","112.812,00","0,00","112.812,00","0,00",2017,7
1.01.01.01.01.09.004,Maestr.Serv Grales Suo X (10),"905.364,00","85.860,00","353.352,00","552.012,00","0,00","181.632,00","171.720,00",2017,7
1.01.01.01.01.09.005,Maestr. Serv. Grales Sup. IX,"201.192,00","0,00","0,00","201.192,00","0,00","0,00","0,00",2017,7
1.01.01.01.01.10.000,Personal de Maestranza y Serv. Grales.,"2514.900,00","161.326,06","1012.720,12","1502.179,88","0,00","690.260,00","322.460,12",2017,7
1.01.01.01.01.10.001,Maestr. y Serv. Generales I (8),"2011.920,00","161.326,06","800.368,12","1211.551,88","0,00","477.908,00","322.460,12",2017,7
1.01.01.01.01.10.002,Maestr. Serv Grales II (8),"502.980,00","0,00","212.352,00","290.628,00","0,00","212.352,00","0,00",2017,7
1.01.01.01.01.11.001,Inspectores Ejec I CAT 8,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"14345.000,00","1532.685,11","8714.894,76","5630.105,24","0,00","5682.523,97","3032.370,79",2017,7
1.01.01.01.02.02.000,GASTOS DE REPRESENTACION INTEND Y SECRETARIOS,"520.000,00","79.020,00","466.600,00","53.400,00","0,00","308.560,00","158.040,00",2017,7
1.01.01.01.02.03.000,ANTIGUEDAD,"3600.000,00","595.947,24","3250.107,42","349.892,58","0,00","2096.267,14","1153.840,28",2017,7
1.01.01.01.02.04.000,TITULO,"150.000,00","20.650,65","110.961,34","39.038,66","0,00","70.411,08","40.550,26",2017,7
1.01.01.01.02.05.000,RESPONSABILIDAD JERARQUICA,"180.000,00","23.162,10","132.658,20","47.341,80","0,00","86.334,00","46.324,20",2017,7
1.01.01.01.02.06.000,RIESGO E INSALUBRIDAD EN LAS TAREAS,"20.000,00","0,00","0,00","20.000,00","0,00","0,00","0,00",2017,7
1.01.01.01.02.07.000,SUBROGANCIA,"25.000,00","2.862,00","16.217,60","8.782,40","0,00","10.493,60","5.724,00",2017,7
1.01.01.01.02.08.000,QUEBRANTO DE CAJA,"50.000,00","7.175,16","34.343,35","15.656,65","0,00","19.993,03","14.350,32",2017,7
1.01.01.01.02.09.000,OTROS SUPLEMENTOS,"3000.000,00","63.326,21","320.255,26","2679.744,74","0,00","198.075,93","122.179,33",2017,7
1.01.01.01.02.10.000,ASISTENCIA PERFECTA Y PUNTUALIDAD,"3000.000,00","155.985,10","925.456,48","2074.543,52","0,00","597.131,48","328.325,00",2017,7
1.01.01.01.02.11.000,RESPONSABILIDAD TECNICA,"250.000,00","24.526,35","140.010,10","109.989,90","0,00","90.957,40","49.052,70",2017,7
1.01.01.01.02.12.000,REFRIGERIO,"700.000,00","96.000,00","528.800,00","171.200,00","0,00","336.800,00","192.000,00",2017,7
1.01.01.01.02.13.000,Adicional no remunerativo,"2750.000,00","464.030,30","2712.410,71","37.589,29","0,00","1790.426,01","921.984,70",2017,7
1.01.01.01.02.14.000,Bonificacion por Jbilacion,"100.000,00","0,00","77.074,30","22.925,70","0,00","77.074,30","0,00",2017,7
1.01.01.01.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"1500.000,00","963.784,08","963.784,08","536.215,92","0,00","0,00","963.784,08",2017,7
1.01.01.01.03.01.000,AGUINALDO PERSONAL PERMANENTE,"1500.000,00","963.784,08","963.784,08","536.215,92","0,00","0,00","963.784,08",2017,7
1.01.01.01.04.00.000,APORTE PATRONAL JUBILATORIO,"5000.000,00","540.709,68","2919.650,36","2080.349,64","0,00","2378.940,68","540.709,68",2017,7
1.01.01.01.04.01.000,APORTE 20% P/PERSONAL PERMANENTE,"5000.000,00","540.709,68","2919.650,36","2080.349,64","0,00","2378.940,68","540.709,68",2017,7
1.01.01.01.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"1650.000,00","222.703,09","1340.363,95","309.636,05","45.168,25","1117.660,86","222.703,09",2017,7
1.01.01.01.05.01.000,FONDO MEDICO ASISTENCIAL (apross),"1150.000,00","153.673,23","1004.960,40","145.039,60","2.241,63","851.287,17","153.673,23",2017,7
1.01.01.01.05.02.000,SEGUROS ART,"500.000,00","69.029,86","335.403,55","164.596,45","42.926,62","266.373,69","69.029,86",2017,7
1.01.01.01.06.00.000,SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","3.644,00","46.356,00","0,00","3.644,00","0,00",2017,7
1.01.01.01.06.01.000,PARA PAGO DE SUPLENCIAS Y LICENCIAS,"50.000,00","0,00","3.644,00","46.356,00","0,00","3.644,00","0,00",2017,7
1.01.01.01.07.00.000,DEUDAS PERSONAL PERMANENTE,"6100.000,00","0,00","6058.674,52","41.325,48","0,00","6058.674,52","0,00",2017,7
1.01.01.01.07.01.000,DEUDAS VARIAS,"6100.000,00","0,00","6058.674,52","41.325,48","0,00","6058.674,52","0,00",2017,7
1.01.01.01.08.00.000,CAPACITACION PERSONAL,"30.000,00","650,00","2.550,00","27.450,00","0,00","1.900,00","650,00",2017,7
1.01.01.02.01.00.000,RETRIBUCIONES,"500.000,00","46.386,35","268.350,57","231.649,43","0,00","171.805,17","96.545,40",2017,7
1.01.01.02.01.01.000,PERSONAL CONTRATADO,"500.000,00","46.386,35","268.350,57","231.649,43","0,00","171.805,17","96.545,40",2017,7
1.01.01.02.02.00.000,ADICIONALES Y SUPLEMENTOS VARIOS,"450.000,00","0,00","115.200,00","334.800,00","0,00","115.200,00","0,00",2017,7
1.01.01.02.02.01.000,ANTIGUEDAD,"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,7
1.01.01.02.02.02.000,OTROS SUPLEMENTOS,"100.000,00","0,00","0,00","100.000,00","0,00","0,00","0,00",2017,7
1.01.01.02.02.03.000,Adicional no Remunerativo Pers. no permanente,"300.000,00","0,00","115.200,00","184.800,00","0,00","115.200,00","0,00",2017,7
1.01.01.02.03.00.000,SUELDO ANUAL COMPLEMENTARIO,"400.000,00","334.248,74","334.248,74","65.751,26","0,00","0,00","334.248,74",2017,7
1.01.01.02.03.01.000,AGUINALDO PERSONAL NO PERMANENTE,"400.000,00","334.248,74","334.248,74","65.751,26","0,00","0,00","334.248,74",2017,7
1.01.01.02.04.00.000,APORTE PATRONAL JUBILATORIO,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00",2017,7
1.01.01.02.04.01.000,APORTE 20% PERSONAL NO PERMANENTE,"250.000,00","0,00","0,00","250.000,00","0,00","0,00","0,00",2017,7
1.01.01.02.05.00.000,APORTE PATRONAL PARA OBRAS SOCIALES,"70.000,00","0,00","3.059,00","66.941,00","0,00","3.059,00","0,00",2017,7
1.01.01.02.05.01.000,FONDO ASISTENCIAL(A.PRO.S.S.),"60.000,00","0,00","0,00","60.000,00","0,00","0,00","0,00",2017,7
1.01.01.02.05.02.000,SEGUROS AL PERSONAL,"10.000,00","0,00","3.059,00","6.941,00","0,00","3.059,00","0,00",2017,7
1.01.01.02.06.00.000,DEUDAS PERSONAL TEMPORARIO,"260.000,00","0,00","258.772,33","1.227,67","0,00","258.772,33","0,00",2017,7
1.01.01.02.06.01.000,DEUDAS VARIAS,"260.000,00","0,00","258.772,33","1.227,67","0,00","258.772,33","0,00",2017,7
1.01.01.03.00.00.000,SALARIO FAMILIAR,"1000.000,00","119.999,00","756.423,00","243.577,00","0,00","512.792,00","243.631,00",2017,7
1.01.01.04.00.00.000,SERVICIOS EXTRAORDINARIOS,"550.000,00","81.121,89","484.852,20","65.147,80","0,00","310.423,16","174.429,04",2017,7
1.01.01.05.00.00.000,ASISTENCIA SOCIAL AL PERSONAL,"30.000,00","4.736,19","25.090,49","4.909,51","1.101,85","20.354,30","4.736,19",2017,7
1.01.01.06.00.00.000,CREDITO ADICIONAL P/INCREMENTOS SALARIALES,"2700.000,00","0,00","0,00","2700.000,00","0,00","0,00","0,00",2017,7
1.01.01.07.00.00.000,Credito Adicional para escalafonamiento,"897.413,00","0,00","0,00","897.413,00","0,00","0,00","0,00",2017,7
1.01.02.00.00.00.000,BIENES DE CONSUMO,"7104.000,00","181.448,85","2987.346,72","4116.653,28","737.407,18","2625.477,51","361.869,21",2017,7
1.01.02.01.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","423,00","28.741,05","21.258,95","23.526,05","28.543,05","198,00",2017,7
1.01.02.01.02.00.000,MOTONIVELADORA MUNICIPAL,"120.000,00","0,00","102.817,75","17.182,25","94.877,75","102.817,75","0,00",2017,7
1.01.02.01.03.00.000,CAMION FORD 14000,"70.000,00","1.300,00","27.895,04","42.104,96","26.350,04","26.595,04","1.300,00",2017,7
1.01.02.01.04.00.000,FORD RANGER,"40.000,00","0,00","17.035,04","22.964,96","14.320,04","17.035,04","0,00",2017,7
1.01.02.01.05.00.000,FIAT FIORINO (gobierno),"40.000,00","0,00","4.700,01","35.299,99","2.499,95","4.700,01","0,00",2017,7
1.01.02.01.06.00.000,RENAULT EXPRESS (compras),"30.000,00","95,00","8.340,04","21.659,96","8.340,04","8.340,04","0,00",2017,7
1.01.02.01.07.00.000,FIAT PALIO (OBRAS PRIVADAS),"45.000,00","0,00","32.972,97","12.027,03","32.774,97","32.972,97","0,00",2017,7
1.01.02.01.08.00.000,CAMION COMPACTADOR (RECOL. DE RESIDUOS),"100.000,00","1.200,00","83.936,30","16.063,70","80.081,30","82.736,30","1.200,00",2017,7
1.01.02.01.09.00.000,Tractor Hanomag,"20.000,00","0,00","9.393,02","10.606,98","5.250,02","9.393,02","0,00",2017,7
1.01.02.01.10.00.000,FORD F 100 HIDROELEVADOR (ALUMBRADO),"60.000,00","4.000,03","34.149,08","25.850,92","2.750,04","27.449,29","6.699,79",2017,7
1.01.02.01.11.00.000,RENAULT MASTER,"80.000,00","0,00","19.105,02","60.894,98","19.105,02","19.105,02","0,00",2017,7
1.01.02.01.12.00.000,CAMION SCANIA (AGUA),"80.000,00","0,00","47.105,12","32.894,88","47.010,12","47.105,12","0,00",2017,7
1.01.02.01.13.00.000,Renault Kangoo (espacios verdes),"30.000,00","0,00","11.785,58","18.214,42","6.350,01","11.785,58","0,00",2017,7
1.01.02.01.14.00.000,Renault Kangoo (medio ambiente),"20.000,00","0,00","3.529,87","16.470,13","0,00","3.349,87","180,00",2017,7
1.01.02.01.15.00.000,Ford F 100 (servicios publicos),"40.000,00","0,00","31.516,97","8.483,03","30.751,97","31.396,97","120,00",2017,7
1.01.02.01.16.00.000,otros vehiculos,"150.000,00","17.990,70","122.521,99","27.478,01","65.175,61","107.481,15","15.040,84",2017,7
1.01.02.02.01.00.000,PALA CARGADORA MUNICIPAL,"50.000,00","94,00","47.514,50","2.485,50","0,00","47.420,50","94,00",2017,7
1.01.02.02.02.00.000,MOTONIVELADORA MUNICIPAL (2),"70.000,00","0,00","12.694,42","57.305,58","0,00","12.294,42","400,00",2017,7
1.01.02.02.03.00.000,CAMION FORD 14000,"50.000,00","6.449,00","23.719,00","26.281,00","4.400,00","21.450,00","2.269,00",2017,7
1.01.02.02.04.00.000,FORD RANGER,"80.000,00","0,00","1.030,00","78.970,00","0,00","940,00","90,00",2017,7
1.01.02.02.05.00.000,FIAT FIORINO (gobierno),"50.000,00","0,00","0,00","50.000,00","0,00","0,00","0,00",2017,7
1.01.02.02.06.00.000,RENAULT EXPRESS (compras),"30.000,00","0,00","400,00","29.600,00","0,00","400,00","0,00",2017,7
